"","mass","int","logint"
"466",259.190338134766,10248.5458984375,9.23489111093589
"467",260.222625732422,2774.32788085938,7.92816379174842
"468",261.148468017578,6253.89111328125,8.74095912713409
"469",261.242523193359,8261.4931640625,9.01936062064563
"470",262.164916992188,3605.66088867188,8.19026035848476
"471",265.143768310547,2295.27709960938,7.73860885577662
"472",267.267242431641,2432.38037109375,7.79662563344434
"473",269.175048828125,2339.00610351562,7.75748137603594
"474",269.206634521484,1901.99829101562,7.55066034458528
"475",269.212799072266,2355.64794921875,7.7645711062796
"476",269.247375488281,4434.0400390625,8.39706642014507
"477",271.2275390625,3066.77783203125,8.02838272328743
"478",272.233612060547,2589.80200195312,7.85933670464901
"479",273.089233398438,3704.65551757812,8.21734555569578
"480",273.167144775391,9696.6318359375,9.17953387078349
"481",274.237670898438,7250.6103515625,8.88884093072766
"482",277.127807617188,4998.1455078125,8.5168222241789
"483",277.179901123047,15676.4501953125,9.65991487766911
"484",277.238067626953,2127.04443359375,7.66248870524708
"485",278.184112548828,3513.25463867188,8.16429813431639
"486",278.269134521484,2894.39184570312,7.97053029737031
"487",278.693389892578,2363.04150390625,7.7677048411064
"488",279.031799316406,3413.13696289062,8.13538707786731
"489",279.159088134766,116159.6796875,11.6627210725436
"490",279.362213134766,2234.77270507812,7.71189480392446
"491",280.162506103516,15986.80078125,9.67951870959057
"492",281.027557373047,2876.5126953125,7.9643339697518
"493",281.175018310547,8875.55078125,9.09105567227714
"494",282.279052734375,7572.6259765625,8.93229517882277
"495",283.263153076172,14838.453125,9.60497727442849
"496",283.443237304688,2521.96508789062,7.83279367340392
"497",284.159912109375,2625.98486328125,7.87321129067296
"498",284.265533447266,3102.88208007812,8.04008666181785
"499",284.335845947266,3240.44360351562,8.08346551407973
"500",284.431091308594,1958.72607421875,7.58004957877431
"501",284.479888916016,6119.75537109375,8.71927740266396
"502",284.507385253906,2759.85424804688,7.9229331486381
"503",284.543548583984,2238.92260742188,7.71375005031214
"504",284.568725585938,1980.65002441406,7.59118036497013
"505",284.611907958984,4162.0400390625,8.33376062705687
"506",284.752105712891,5520.0087890625,8.61613473149134
"507",284.891296386719,2783.84301757812,7.9315876325003
"508",284.961120605469,360273.125,12.7946177033352
"509",285.170471191406,6954.75048828125,8.84718022855675
"510",285.233642578125,2954.30419921875,7.99101843653642
"511",285.278656005859,4897.9482421875,8.49657167032429
"512",285.310516357422,3298.48193359375,8.10121762148975
"513",285.322662353516,2313.560546875,7.74654297911979
"514",285.334289550781,2237.37866210938,7.71306021945369
"515",285.375610351562,2070.73852539062,7.63566059818118
"516",285.401489257812,1970.11071777344,7.58584502206822
"517",285.443450927734,6067.93017578125,8.71077283344461
"518",285.492126464844,2588.8955078125,7.85898661888008
"519",285.582458496094,2165.54370117188,7.68042674108919
"520",285.588439941406,3105.03784179688,8.04078118166751
"521",285.610260009766,2662.3662109375,7.88697055934199
"522",285.654418945312,2423.67626953125,7.79304078609674
"523",285.924865722656,1815.49609375,7.50411403924095
"524",285.964508056641,21108.970703125,9.95745338091961
"525",286.096954345703,2519.2509765625,7.83171690480061
"526",286.149444580078,2145.72045898438,7.67123065328202
"527",286.325744628906,1763.00927734375,7.47477744463232
"528",286.332855224609,2012.16015625,7.60696412857355
"529",286.422821044922,2218.58618164062,7.70462541687113
"530",286.471954345703,6876.78125,8.83590597988561
"531",286.500030517578,2853.3134765625,7.95623622129481
"532",286.552429199219,1813.54125976562,7.50303670992024
"533",286.604736328125,3225.66333007812,8.07889389182503
"534",286.746917724609,5340.46533203125,8.58306806898752
"535",286.797088623047,2334.5859375,7.75558982568462
"536",286.888031005859,2835.87475585938,7.95010572442697
"537",286.902496337891,1717.20068359375,7.4484507344366
"538",286.958129882812,349488.40625,12.7642256677167
"539",286.994903564453,2054.88500976562,7.62797516904629
"540",286.999328613281,2343.12622070312,7.7592413084623
"541",287.169891357422,4888.4990234375,8.4946405871784
"542",287.221405029297,3882.07934570312,8.26412620290779
"543",287.241241455078,2243.47143554688,7.71577969324088
"544",287.312652587891,2219.59008789062,7.70507781272301
"545",287.316864013672,2056.16381835938,7.62859730159127
"546",287.445831298828,6641.58251953125,8.8011055453288
"547",287.591156005859,1787.79907226562,7.48874057372847
"548",287.814910888672,2195.5634765625,7.69419400170521
"549",287.889709472656,2902.1123046875,7.97319413176064
"550",287.96142578125,21319.486328125,9.967376784562
"551",288.316619873047,2622.89404296875,7.87203358369021
"552",288.743957519531,2680.33666992188,7.89369768872016
"553",288.955200195312,107434.96875,11.5846410016382
"554",289.448150634766,2363.31298828125,7.7678197221953
"555",289.565826416016,1914.89147949219,7.55741623133653
"556",289.766662597656,2172.52758789062,7.68364655574275
"557",289.958343505859,6586.61962890625,8.79279554124786
